City,State,Code
Ljubliana, Slovenia ,LJU
Larantuka, Indonesia ,LKA
Lakeba, Fiji ,LKB
Seattle, WA - Lake Union SPB ,LKE
Lakselv, Norway ,LKL
Leknes, Norway ,LKN
Lucknow, India ,LKO
Lulea, Sweden ,LLA
Lalibela, Ethiopia ,LLI
Lilongwe, Malawi ,LLW
Lake Minchumina, AK ,LMA
Lae Island, Marshall Islands ,LML
Los Mochis, Mexico ,LMM
Limbang, Malaysia ,LMN
Lampedusa, Italy ,LMP
Klamath Falls, OR ,LMT
Lamen Bay, Vanuatu ,LNB
Lonorore, Vanuatu ,LNE
Lincoln, NE ,LNK
Leonora, Australia ,LNO
Lancaster, PA ,LNS
Lihir Island, Papua New Guinea ,LNV
Lanai City, HI - Island of Lanai ,LNY
Linz, Austria ,LNZ
Longana, Vanuatu ,LOD
Loen, Marshall Islands ,LOF
Loja, Ecuador ,LOH
London, United Kingdom - All airports ,LON
Lagos, Nigeria ,LOS
Monclova, Mexico ,LOV
Las Palmas, Spain ,LPA
La Paz, Bolivia ,LPB
Lampang, Thailand ,LPI
Linkoping, Sweden ,LPI
Liverpool, United Kingdom ,LPL
Lamap, Vanuatu ,LPM
Lappeenranta, Finland ,LPP
Luang Prabang, Laos ,LPQ
Lopez Island, WA ,LPS
Long Apung, Indonesia ,LPU
Le Puy, France ,LPY
Laredo, TX ,LRD
Longreach, Australia ,LRE
Larochelle, France ,LRH
La Romana, Dominican Republic ,LRM
Lorient, France ,LRT
Losuia, Papua New Guinea ,LSA
La Serena, Chile ,LSC
La Crosse, WI ,LSE
Shetland Islands, United Kingdom - Sumburgh ,LSI
Las Piedras, Venezuela ,LSP
Launceston, Australia ,LST
Lismore, Australia ,LSY
Ghadames, Libya ,LTD
Latakia, Syria ,LTK
London, United Kingdom - Luton ,LTN
Loreto, Mexico ,LTO
Le Touquet, France ,LTQ
Saint Tropez, France - La Mole ,LTT
Lukla, Nepal ,LUA
Laucala Island, Fiji ,LUC
Luderitz, Namibia ,LUD
Lugano, Switzerland ,LUG
Luxi, China ,LUM
Lusaka, Zambia ,LUN
Kalaupapa, HI - Island of Molokai,LUP
Cape Lisburne, AK ,LUR
Langguri, Indonesia ,LUV
Luwuk, Indonesia ,LUW
Luxembourg, Luxembourg ,LUX
Livingstone, Zambia ,LVI
Laverton, Australia ,LVO
Lewisburg, WV ,LWB
Shetland Islands, United Kingdom - Lerwick/Tingwall ,LWK
Gyourmri, Armenia ,LWN
Lvov, Ukraine ,LWO
Lewiston, ID ,LWS
Lewistown, MT ,LWT
Lawas, Malaysia ,LWY
Lhasa, China ,LXA
Luang Namtha, Laos ,LXG
Luxor, Egypt ,LXR
Lemnos, Greece ,LXS
Luoyang, China ,LYA
Lyoksele, Sweden ,LYC
Lianyungang, China ,LYG
Linyi, China ,LYI
Faisalabad, Pakistan ,LYP
Longyearbyen, Svalbard & Jan Mayen Island ,LYR
Lyon, France - Satolas ,LYS
Ely, MN ,LYU
Lozaro Cardenas, Mexico ,LZC
Liuzhou, China ,LZH
Luzhou, China ,LZO
Lizard Island, Australia ,LZR
Chennai, India ,MAA
Maraba, Brazil ,MAB
Madrid, Spain ,MAD
Midland/Odessa, TX ,MAF
Odessa/Midland, TX ,MAF
Madang, Papua New Guinea ,MAG
Menorca, Spain ,MAH
Majuro, Marshall Islands ,MAJ
Malakai, Sudan ,MAK
Matamoros, Mexico ,MAM
Manchester, United Kingdom ,MAN
Manaus, Brazil ,MAO
Mae Sot, Thailand ,MAQ
Maracaibo, Venezuela ,MAR
Manus Island, Papua New Guinea ,MAS
Natadi, Congo ,MAT
Maupiti, French Polynesia ,MAU
Maloelap Island, Marshall Islands ,MAV
Mangrove Cay, Bahamas ,MAY
Mayaguez, Puerto Rico ,MAZ
Mombasa, Kenya ,MBA
Monbetsu, Japan ,MBE
Maryborough, Australia ,MBH
Montego Bay, Jamaica ,MBJ
Manistee, MI ,MBL
Bay City, MI ,MBS
Midland, MI ,MBS
Saginaw, MI ,MBS
Masbate, Philippines ,MBT
Maribor, Slovenia ,MBX
Merced, CA ,MCE
Mcgrath, AK ,MCG
Machala, Ecuador ,MCH
Kansas City, MO ,MCI
Mccook, NE ,MCK
Monte Carlo, Monaco ,MCM
Macon, GA ,MCN
Orlando, FL - International ,MCO
Macapa, Brazil ,MCP
Muscat, Oman ,MCT
Mcarthur River, Australia ,MCV
Mason City, IA ,MCW
Makhachkala, Russia ,MCX
Maceio, Brazil ,MCZ
Manado, Indonesia ,MDC
Medellin, Colombia - Jose Marie Cordova ,MDE
Mudanjiang, China ,MDG
Carbondale, IL ,MDH
Madras, OR ,MDJ
Mbandaka, Congo ,MDK
Mandalay, Myanmar ,MDL
Mindiptana, Indonesia ,MDP
Mar Del Plata, Argentina ,MDQ
Middle Caicos, Turks and Caicos ,MDS
Harrisburg, PA ,MDT
Mendi, Papua New Guinea ,MDU
Chicago, IL - Midway ,MDW
Midway Island, US Minor Outlying Islands ,MDY
Mendoza, Argentina ,MDZ
Manta, Ecuador ,MEC
Madinah, Saudi Arabia ,MED
Mare, New Caledonia ,MEE
Mehamn, Norway ,MEH
Meridian, MS ,MEI
Melbourne, Australia ,MEL
Memphis, TN ,MEM
Medan, Indonesia ,MES
Monte Dourado, Brazil ,MEU
Mexico City, Mexico ,MEX
Mafia, Tanzania ,MFA
Mcallen, TX ,MFE
Mission, TX ,MFE
Moanda, Gabon ,MFF
Muzaffarabad, Pakistan ,MFG
Moala, Fiji ,MFJ
Macau, China ,MFM
Manguna, Papua New Guinea ,MFO
Medford, OR ,MFR
Mfume, Zambia ,MFU
Managua, Nicaragua ,MGA
Maringa, Brazil ,MGF
Margate, South Africa ,MGH
Dusseldorf, Germany - Moenchen-Gl. ,MGL
Montgomery, AL ,MGM
Mogadishu, Somalia ,MGQ
Mangaia Island, Cook Islands ,MGS
Milingimbi, Australia ,MGT
Morgantown, WV ,MGW
Myeik, Myanmar ,MGZ
Mashad, Iran ,MHD
Mannheim, Germany ,MHG
Marsh Harbour, Bahamas ,MHH
Manhattan, KS ,MHK
Minsk, Belarus - Minsk International 1 ,MHP
Mariehamn, Finland ,MHQ
Manchester, NH ,MHT
Manihiki Island, Cook Islands ,MHX
Miami, FL - International ,MIA
Merida, Mexico ,MID
Marilia, Brazil ,MII
Mili Island, Marshall Islands ,MIJ
Mikkeli, Finland ,MIK
Merimbula, Australia ,MIM
Monastir, Tunisia ,MIR
Misima Island, Papua New Guinea ,MIS
Manja, Madagascar ,MJA
Mejit Island, Marshall Islands ,MJB
Mohenjodaro, Denmark ,MJD
Majkin, Marshall Islands ,MJE
Mosjoen, Norway ,MJF
Monkey Mia, Australia ,MJK
Mouila, Gabon ,MJL
Mbuji Mayi, Congo ,MJM
Majunga, Madagascar ,MJN
Mytilene, Greece ,MJT
Murcia, Spain ,MJV
Mirnyj, Russia ,MJZ
Milwaukee, WI ,MKE
Muskegon, MI ,MKG
Hoolehua, HI - Island of Molokai ,MKK
Jackson, TN ,MKL
Mukan, Malaysia ,MKM
Merauke, Indonesia ,MKQ
Meekatharra, Australia ,MKR
Mekane Selam, Ethiopia ,MKS
Mankato, MN ,MKT
Makokou, Gabon ,MKU
Manokwari, Indonesia ,MKW
Mackay, Australia ,MKY
Malacca, Malaysia ,MKZ
Malta, Malta ,MLA
Melbourne, FL ,MLB
Male, Maldives ,MLE
Mulhouse, France ,MLH
Moline, IL ,MLI
Marshall, AK ,MLL
Morelia, Mexico ,MLM
Melilla, Spain ,MLN
Miles City, MT ,MLS
Monroe, LA ,MLU
Malatya, Turkey ,MLX
Manley Hot Springs, AK ,MLY
Memanbetsu, Japan ,MMB
Minami Daito, Japan ,MMD
Teesside, United Kingdom ,MME
Matsumoto, Japan ,MMJ
Murmansk, Russia ,MMK
Maio, Cape Verde ,MMO
Malmo, Sweden ,MMX
Miyako Jima, Japan ,MMY
Moanda, Congo ,MNB
Nacala, Mozambique ,MNC
Mana Island, Fiji ,MNF
Maningrioa, Australia ,MNG
Montserrat, Montserrat ,MNI
Mananjary, Madagascar ,MNJ
Manila, Philippines ,MNL
Mangu, Zambia ,MNR
Minto, AK ,MNT
Maulmyine, Myanmar ,MNU
Mono, Solomon Islands ,MNY
Moa, Cuba ,MOA
Mobile, AL ,MOB
Montes Claros, Brazil ,MOC
Modesto, CA ,MOD
Maumere, Indonesia ,MOF
Mitiaro Island, Cook Islands ,MOI
Molde, Norway ,MOL
Mount Cook, New Zealand ,MON
Morondava, Madagascar ,MOQ
Minot, ND ,MOT
Mountain Village, AK ,MOU
Moranbah, Australia ,MOV
Moscow, Russia - all locations ,MOW
Moorea, French Polynesia ,MOZ
Mpacha, Namibia ,MPA
Miami, FL - Sea Plane Base ,MPB
Mokpo, South Korea ,MPK
Montpellier, France ,MPL
Maputo, Mozambique ,MPM
Mount Pleasant, Falkland Islands ,MPN
Mariupol, Ukraine ,MPW
Magnitogorsk, Russia ,MQF
Mildura, Australia ,MQL
Mo I Rana, Norway ,MQN
Marquette, MI ,MQT
Makale, Ethiopia ,MQX
Misurata, Libya ,MRA
Merida, Venezuela ,MRD
Mara Lodges, Kenya ,MRE
Marseille, France ,MRS
Mauritius, Mauritius ,MRU
Mineralnye Vody, Russia ,MRV
Carmel, CA ,MRY
Monterey, CA ,MRY
Moree, Australia ,MRZ
Muskrat Dam, ON ,MSA
Manston, United Kingdom ,MSE
Misawa, Japan ,MSJ
Florence/Muscle Shoals/Sheffield, AL ,MSL
Muscle Shoals, AL ,MSL
Sheffield/Florence/Muscle Shoals, AL ,MSL
Madison, WI ,MSN
Missoula, MT ,MSO
Minneapolis, MN ,MSP
Minsk, Belarus - Minsk International 2 ,MSQ
Mus, Turkey ,MSR
Massena, NY ,MSS
Maastricht, Netherlands ,MST
Maseru, Lesotho ,MSU
New Orleans, LA ,MSY
Mizan Teferi, Ethiopia ,MTF
Montrose, CO ,MTJ
Metlakatla, AK ,MTM
Monteria, Colombia ,MTR
Manzini, Swaziland ,MTS
Minatitla, Mexico ,MTT
Mota Lava, Vanuatu ,MTV
Monterrey, Mexico ,MTY
Munda, Solomon Islands ,MUA
Maun, Botswana ,MUB
Munich, Germany ,MUC
Kamuela, HI - Island of Hawaii,MUE
Mersa Matruh, Egypt ,MUH
Mauke Island, Cook Islands ,MUK
Maturin, Venezuela ,MUN
Marudi, Malaysia ,MUR
Multan, Pakistan ,MUX
Musoma, Tanzania ,MUZ
Franceville, Gabon ,MVB
Montevideo, Uruguay ,MVD
Marova, Cameroon ,MVR
Martha's Vineyard, MA ,MVY
Marion, IL ,MWA
Merave, Sudan ,MWE
Maewo, Vanuatu ,MWF
Moses Lake, WA ,MWH
Mwanza, Tanzania ,MWZ
Moro, Papua New Guinea ,MXH
Mexicali, Mexico ,MXL
Morambe, Madagascar ,MXM
Milan, Italy - Malpensa ,MXP
Maota Savaii Is, Western Samoa ,MXS
Maintirano, Madagascar ,MXT
Mora, Sweden ,MXX
Meixian, China ,MXZ
Moruya, Australia ,MYA
Maracay, Venezuela ,MYC
Malindi, Kenya ,MYD
MiyakeJima, Japan ,MYE
Mayaguana, Bahamas ,MYG
Matsuyama, Japan ,MYJ
Myrtle Beach, SC ,MYR
Myitkyina, Myanmar ,MYT
Mekoryuk, AK ,MYU
Mtwara, Tanzania ,MYW
Menyamya, Papua New Guinea ,MYX
Miri, Malaysia ,MYY
Makung, Taiwan ,MZG
Mopti, Mali ,MZI
Manizales, Colombia ,MZL
Manzanillo, Cuba ,MZO
Mazatlan, Mexico ,MZT
Mulu, Malaysia ,MZV
Nagpur, India ,NAG
Nakhichevan, Azerbaijan ,NAJ
Nakhon Ratchosima, Thailand ,NAK
Nalchik, Russia ,NAL
Nadi, Fiji ,NAN
Nanchong, China ,NAO
Naples, Italy ,NAP
Nassau, Bahamas - International ,NAS
Narathiwat, Thailand ,NAW
Nairobi, Kenya - Jomo Kenyatta Intl ,NBO
Nabire, Indonesia ,NBX
North Caicos, Turks and Caicos Islands ,NCA
Nice, France ,NCE
Newcastle, United Kingdom ,NCL
New Chenega, AK ,NCN
Nukus, Uzbekistan ,NCU
Annecy, France ,NCY
Nouadhiba, Mauritania ,NDB
Qiqihar, China ,NDG
Namudi, Papua New Guinea ,NDI
Ndjamena, Chad ,NDJ
Namorik Island, Marshall Islands ,NDK
Mendi, Ethiopia ,NDM
Nadar, Morocco ,NDR
Sanday, United Kingdom ,NDY
Nordholz-Speika, Germany ,NDZ
Negril, Jamaica ,NEG
Neryjungri, Russia ,NER
Nevis, St. Kitts and Nevis ,NEV
Nefteyugansk, Russia ,NFG
Niuafo'ou, Tonga ,NFO
Ningbo, China ,NGB
Ngaoundere, Cameroon ,NGE
Ngau Island, Fiji ,NGI
Nagoya, Japan ,NGO
Nagasaki, Japan ,NGS
Manang, Nepal ,NGX
Nha Trang, Viet Nam ,NHA
Nuku Hiva, French Polynesia ,NHV
Nikolai, AK ,NIB
Nicosia, Cyprus ,NIC
Niamey, Niger ,NIM
Nioko, Congo ,NIX
Nizhnevartovsk, Russia ,NJC
Nouakchott, Mauritania ,NKC
Sinak, Indonesia ,NKD
Nanking/Nanjing, China ,NKG
Naukiti, AK ,NKI
Ndola, Zambia ,NLA
Nuevo Laredo, Mexico ,NLD
Darnley Island, Australia,NLF
Nelson Lagoon, AK ,NLG
Norfolk Island, Norfolk Island ,NLK
Nelspruit, South Africa ,NLP
Namangan, Uzbekistan ,NMA
Nightmute, AK ,NME
San Miguel, Panama ,NMG
Santa Ana, Solomon Islands ,NNB
Nanning, China ,NNG
Nondalton, AK ,NNL
Naryan-Mar, Russia ,NNM
Nan, Thailand ,NNT
Nunukan, Indonesia ,NNX
Nanyang, China ,NNY
Nosara Beach, Costa Rica ,NOB
Knock, Ireland ,NOC
Nojabrxsk, Russia ,NOJ
Nossi-be, Madagascar ,NOS
Noumea, New Caledonia - Tontouta ,NOU
Novokuznetsk, Russia ,NOZ
Napier-Hastings, New Zealand ,NPE
New Plymouth, New Zealand ,NPL
Newquay, United Kingdom ,NQY
Norderney, Germany ,NRD
Norrkoping, Sweden ,NRK
North Ronaldsay, United Kingdom ,NRL
Tokyo, Japan - Narita ,NRT
Bimini, Bahamas ,NSB
Noril'sk, Russia ,NSK
Nelso, New Zealand ,NSN
Nakhon Si Thammarat, Thailand ,NST
Nantes, France - Nantes Atlantique ,NTE
Nantong, China ,NTG
Bintuni, Indonesia ,NTI
Santo Antao, Cape Verde ,NTO
Niuatoputapu, Tonga ,NTT
Sun City, South Africa ,NTY
Nuremberg, Germany ,NUE
Nuiqsut, AK ,NUI
Nulato, AK ,NUL
Nunapitchuk, AK ,NUP
Norsup, Vanuatu ,NUS
NayUrengoy, Russia ,NUX
Neiva, Colombia ,NVA
Narvik, Norway ,NVK
Novgorod, Russia ,NVR
Norwich, United Kingdom ,NWI
New York, NY - All airports ,NYC
Nanyuki, Kenya ,NYK
Nadym, Russia ,NYM
Nyaung, Myanmar ,NYU
Jacksonville, NC ,OAJ
Oakland, CA ,OAK
Oaxaca, Mexico ,OAX
Obano, Indonesia ,OBD
Obihiro, Japan ,OBO
Kobuk, AK ,OBU
Ocho Rios, Jamaica ,OCJ
Long Seridan, Malaysia ,ODN
Odessa, Ukraine ,ODS
Oudomxay, Laos ,ODY
Ornskoldsvik, Sweden ,OER
Norfolk, NE ,OFK
Kahului, HI - Island of Maui,OGG
Maui, HI ,OGG
Yonaguni Jima, Japan ,OGN
Ogdensburg, NY ,OGS
Ouargla, Algeria ,OGX
Vladikavkaz, Russia ,OGZ
Ohrid, Macedonia ,OHD
Okhotsk, Russia ,OHO
Oshima, Japan ,OIM
Okoshiri, Japan ,OIR
Oita, Japan ,OIT
Okinawa, Japan ,OKA
Oklahoma City, OK ,OKC
Sapporo, Japan - Okadama ,OKD
Okayama, Japan ,OKJ
Oksibil, Indonesia ,OKL
Okaba, Indonedia ,OKQ
Mokuti Lodge, Namibia ,OKU
Olbia, Italy ,OLB
Olpoi, Vanuatu ,OLJ
Omaha, NE ,OMA
Omboue, Gabon ,OMB
Oranjemund, Namibia ,OMD
Nome, AK ,OME
Urmieh, Iran ,OMH
Mostar, Bosnia and Herzegovina ,OMO
Oradea, Romania ,OMR
Omsk, Russia ,OMS
Ondangwa, Namibia ,OND
Mornington, Australia ,ONG
Moanamani, Indonesia ,ONI
Ontario, CA ,ONT
Colon, Panama ,ONX
Toksook Bay, AK ,OOK
Gold Coast,Australia,OOL
Cooma,Australia,OOM
Porto, Portugal ,OPO
Balimo, Papua New Guinea ,OPU
Orebro, Sweeden - Obrebro-Bofors ,ORB
Chicago, IL - O'Hare ,ORD
Norfolk, VA ,ORF
Paramaribo, Suriname - Zorg En Hoop ,ORG
Worcester, MA ,ORH
Cork, Ireland ,ORK
Orlando, FL - Herndon ,ORL
Oran, Algeria ,ORN
Northway, AK ,ORT
Noorvik, AK ,ORV
Ormara, Pakistan ,ORW
Paris, France - Orly ,ORY
Osaka, Japan - all airports ,OSA
Ostersund, Sweden ,OSD
Oshkosh, WI ,OSH
Osijek, Croatia ,OSI
Oskarshamn, Sweden ,OSK
Oslo, Norway ,OSL
Ostrava, Czech Republic ,OSR
Orsk, Russia ,OSW
Namsos, Norway ,OSY
Koszalin, Poland ,OSZ
Contadora, Panama ,OTD
North Bend, OR ,OTH
Ottumwa, IA ,OTM
Bucharest, Romania - Otopeni International ,OTP
Otu, Colombia ,OTU
Kotzebue, AK ,OTZ
Ouagadougou, Burkina Faso ,OUA
Oujda, Morocco ,OUD
Oulu, Finland ,OUL
Zouerate, Mauritania ,OUZ
Novosibirsk, Russia - Tolmachevo ,OVB
Asturias, Spain and Canary Islands ,OVD
Owensboro, KY ,OWB
Bissau, Guinea-Bissau ,OXB
Oxnard/Ventura, CA ,OXR
Ventura/Oxnard, CA ,OXR
Goya,Argentina,OYA
Oyem, Gabon ,OYE
Zaporozhye, Ukraine ,OZH
Ouarzazate, Morocco ,OZZ
Panama City, Panama - Paitilla ,PAC
Paderborn, Germany ,PAD
Pakuba, Uganda ,PAF
Paducah, KY ,PAH
Para Chinar, Pakistan ,PAJ
Hanapepe, HI ,PAK
Port Au Prince, Haiti ,PAP
Paris, France - All airports ,PAR
Patna, India ,PAT
Poza Rico, Mexico ,PAZ
Puebla, Mexico ,PBC
Porbandar, India ,PBD
Puerto Berria, Colombia ,PBE
Paro, Bhutan ,PBH
West Palm Beach, FL ,PBI
Paama, Vanuatu ,PBJ
Paramaribo, Suriname - Zanderij Intl ,PBM
Punta Islita, Costa Rica ,PBP
Plettenburg Bay, South Africa ,PBZ
Portage Creek, AK ,PCA
Palacios, Honduras ,PCH
Pucallpa, Peru ,PCL
Pedro Bay, AK ,PDB
Padang, Indonesia ,PDG
Ponta Delgada, Portugal ,PDL
Punta Del Este, Uruguay ,PDP
Piedras Negras, Mexico ,PDS
Pendleton, OR ,PDT
Portland, OR ,PDX
Pelican, AK ,PEC
Perm, Russia ,PEE
Perugia, Italy ,PEG
Pereira, Colombia ,PEI
Beijing, China ,PEK
Puerto Maldonado, Peru ,PEM
Penang, Malaysia ,PEN
Petrozavodsk, Russia ,PES
Puerto Lempira, Honduras ,PEU
Peshawar, Pakistan ,PEW
Pechora, Russia ,PEX
Panama City, FL ,PFN
Paphos, Cyprus ,PFO
Page, AZ ,PGA
Perpignan, France ,PGF
Pangkalpinang, Indonesia ,PGK
Greenville, NC ,PGV
Perigueux, France ,PGX
Port Harcourt, Nigeria ,PHC
Hampton, VA ,PHF
Newport News, VA ,PHF
Williamsburg, VA ,PHF
Philadelphia, PA - International ,PHL
Point Hope, AK ,PHO
Phitsanulok, Thailand ,PHS
Phalaborwa, South Africa ,PHW
Phoenix, AZ ,PHX
Peoria, IL ,PIA
Laurel, MS ,PIB
Nassau, Bahamas - Paradise Island ,PID
Paradise Island, Bahamas ,PID
Clearwater/St Petersburg, FL ,PIE
St Petersburg/Clearwater, FL ,PIE
Pingtung, Taiwan ,PIF
Pocatello, ID ,PIH
Glasgow, United Kingdom - Prestwick ,PIK
Pilot Point, AK ,PIP
Pierre, SD ,PIR
Poitiers, France - Biard ,PIS
Pittsburgh, PA ,PIT
Piura, Peru ,PIU
Pico Island, Portugal ,PIX
Point Lay, AK ,PIZ
Panjger, Pakistan ,PJG
Puerto Jimenez, Costa Rica ,PJM
Napaskiak, AK ,PKA
Marietta, OH,PKB
Parkersburg, WV,PKB
Petropaulousk-Kamchats, Russia ,PKC
Pangkalanboun, Indonesia ,PKN
Pokhara, Nepal ,PKR
Pekanbaru, Indonesia ,PKU
Palang Karaya, Indonesia ,PKY
Pakse, Laos ,PKZ
Plattsburgh, NY ,PLB
Plymouth, United Kingdom ,PLH
Placencia, Belize ,PLJ
Palembang, Indonesia ,PLM
Pellston, MI ,PLN
La Palma, Panama ,PLP
Palanga, Lithuania ,PLQ
Providenciales, Turks and Caicos Islands ,PLS
Belo Horizonte, Brazil - Pampulha ,PLU
Poltava, Ukraine ,PLV
Palu, Indonesia ,PLW
Port Elizabeth, South Africa ,PLZ
Pemba, Tanzania - Wawi ,PMA
Puerto Montt, Chile ,PMC
Milan, Italy - Parma ,PMF
Parma/Milan, Italy ,PMF
Palma Mallorca, Spain and Canary Islands ,PMI
Port Moller, AK ,PML
Palmerston North, New Zealand ,PMR
Porlamar, Venezuela ,PMV
Palmar, Costa Rica ,PMZ
Pamplona, Spain ,PNA
Ponca City, OK ,PNC
Punta Gorda, Belize ,PND
Phnom Penh, Cambodia ,PNH
Pohnpei, Micronesia ,PNI
Pontianak, Indonesia ,PNK
Pantelleria, Italy ,PNL
Popondetta, Papua New Guinea ,PNP
Pune, India ,PNQ
Pointe Noire, Congo ,PNR
Pensacola, FL ,PNS
Port Gentil, Gabon ,POG
Pemba, Mozambique ,POL
Port Moresby, Papua New Guinea ,POM
Puerto Plata, Dominican Republic ,POP
Pori, Finland ,POR
Port of Spain, Trinidad ,POS
Trinidad, Trinidad and Tobago ,POS
Port Antonio, Jamaica ,POT
Poughkeepsie, NY ,POU
Poznan, Poland ,POZ
Pago Pago, American Samoa ,PPG
Puerto Princesa, Philippines ,PPS
Papeete, French Polynesia ,PPT
Port Protection, AK ,PPV
Papa Westray, United Kingdom ,PPW
Phu Quoc, Viet Nam - Duong Dang ,PQC
Presque Isle, ME ,PQI
Palenque, Mexico ,PQM
Pilot Station, AK ,PQS
Prescott, AZ ,PRC
Prague, Czech Republic ,PRG
Phrae, Thailand ,PRH
Pristina, Serbia and Montenegro ,PRN
Parasi, Solomon Islands ,PRS
Florence, Italy - Gal Galilei ,PSA
Pisa, Italy - Gal Galilei ,PSA
Pasco, WA ,PSC
Ponce, Puerto Rico ,PSE
Ponce, Puerto Rico ,PSE
Petersburg, AK ,PSG
Pasni, Pakistan ,PSI
Portsmouth, NH ,PSM
Pasto, Colombia ,PSO
Palm Springs, CA ,PSP
Pescara, Italy ,PSR
Putussibau, Indonesia ,PSU
Port Stanley, Falkland Islands ,PSY
Puerto Suarez, Bolivia ,PSZ
Port Alsworth, AK ,PTA
Malololailai, Fiji ,PTF
Pietersburb, South Africa ,PTG
Port Heiden, AK ,PTH
Pointe-a-Pitre, Guadeloupe ,PTP
Platinum, AK ,PTU
Panama City, Panama - Tocumen Intl ,PTY
Pueblo, CO ,PUB
Pau, France ,PUF
Punta Cana, Dominican Republic ,PUJ
Punta Arenas, Chile ,PUQ
Busan, South Korea - Gimhae ,PUS
Puttaparthi, India ,PUT
Pullman, WA ,PUW
Pula, Croatia ,PUY
Provincetown, MA ,PVC
Providence, RI ,PVD
Shanghai, China ,PVG
Preveza/Lefkas, Greece ,PVK
Portoviejo, Ecuador ,PVO
Puerto Vallarta, Mexico ,PVR
Portland, ME ,PWM
Pavlodar, Kazakhstan ,PWQ
Puerto Escondido, Mexico ,PXM
Porto Santo, Portugal ,PXO
Pleiku, Viet Nam ,PXU
Penrhyn Island, Cook Islands ,PYE
Puerto Ayacucha, Venezuela ,PYH
Polyarnyj, Russia ,PYJ
Pietermaritzburg, South Africa ,PZB
Penzance, United Kingdom ,PZE
Zhob, Pakistan ,PZH
Puerto Ordaz, Venezuela ,PZO
Port Sudan, Sudan ,PZU
Bella Coola, BC ,QBC
Vail, CO - Van service ,QBF
Copper Mountain, CO - Van service ,QCE
Dusseldorf, Germany - Rail service ,QDU
Selje, Norway ,QFK
Saarbruecken, Germany ,QFZ
Kolobrzeg, Poland ,QJY
Nantes, France - Rail service ,QJZ
Breckonridge, CO - Van service ,QKB
Cologne, Germany - Rail service ,QKL
Keystone, CO - Van service ,QKS
London-Paddington, United Kingdom - Rail service ,QQP
Queretaro, Mexico ,QRO
Fort Collins/Loveland, CO - Bus service ,QWF
Loveland/Fort Collins, CO - Bus service ,QWF
Denver, CO - Longmont Bus service ,QWM
Albany, OR - Bus service ,QWY
Angers, France - Rail service ,QXG
Cannes, France - Vieux Port ,QYW
Rabaul, Papua New Guinea ,RAB
Arar, Saudi Arabia ,RAE
Rafha, Saudi Arabia ,RAH
Praia, Cape Verde ,RAI
Rajkot, India ,RAJ
Rapid City, SD ,RAP
Rarotonga, Cook Islands ,RAR
Rasht, Iran ,RAS
Raduzhnyi, Russia ,RAT
Rawala Kot, Pakistan ,RAZ
Rabat, Morocco ,RBA
Ratanakiri, Cambodia ,RBE
Brooks Lodge, AK ,RBH
Rebun, Japan ,RBJ
Rabaraba, Papua New Guinea ,RBP
Ramato, Solomon Islands ,RBV
Ruby, AK ,RBY
Richards Bay, South Africa ,RCB
Roche Harbor, WA ,RCE
Riohacha, Colombia ,RCH
Redding, CA ,RDD
Merdey, Indonesia ,RDE
Reading, PA ,RDG
Redmond, OR ,RDM
Durham, NC ,RDU
Durham/Raleigh, NC ,RDU
Raleigh/Durham, NC ,RDU
Red Devil, AK ,RDV
Rodez, France ,RDZ
Reggio Calabria, Italy ,REG
Orenburg, Russia ,REN
Siem Reap, Cambodia ,REP
Rost, Norway ,RET
Reus, Spain and Canary Islands ,REU
Reynossa, Mexico ,REX
Raiatea, French Polynesia ,RFP
Rio Gallegos, Argentina - Internacional ,RGL
Yangon, Myanmar ,RGN
Rhinelander, WI,RHI
Rhodes, Gabon ,RHO
Santa Maria, Brazil ,RIA
Riberalta, Bolivia ,RIB
Richmond, VA ,RIC
Carrillo, Costa Rica ,RIK
Rishiri, Japan ,RIS
Riverton, WY ,RIW
Riga, Latvia ,RIX
Riyan Mukalla, Yemen ,RIY
Rajshahi, Bangladesh ,RJH
Rijeka, Croatia ,RJK
Rafsanjan, Iran ,RJN
Rockland, ME ,RKD
Rock Springs, WY ,RKS
Ras Al Khaimah, United Arab Emirates ,RKT
Rostock-Laage, Germany ,RLG
Rimini, Italy ,RMI
Rampart, AK ,RMP
Ronneby, Sweden ,RNB
Roane, France ,RNE
Yoronjima, Japan ,RNJ
Rennell, Solomon Islands ,RNL
Bornholm, Denmark ,RNN
Reno, NV ,RNO
Rongelap Island, Marshall Islands ,RNP
Rennes, France ,RNS
Roanoke, VA ,ROA
Monrovia, Liberia ,ROB
Rochester, NY ,ROC
Rome, Italy - All airports ,ROM
Rota, Northern Mariana Islands ,ROP
Koror, Palau ,ROR
Rotorua, New Zealand ,ROT
Rostov, Russia ,ROV
Roswell, NM ,ROW
Rosh Pina, Iceland ,RPN
Rodrigues Island, Mauritius ,RRG
Roros, Norway ,RRS
Rock Sound, Bahamas ,RSD
Russian Mission, AK ,RSH
Rosario, WA ,RSJ
Rochester, MN ,RST
Yeosu, South Korea ,RSU
Fort Myers, FL ,RSW
Roatan, Honduras ,RTB
Rotterdam, Netherlands ,RTM
Saratov, Russia ,RTW
Arua, Uganda ,RUA
Riyadh, Saudi Arabia ,RUH
St Denis de la Reunion, Reunion ,RUN
Rorutu, French Polynesia ,RUR
Rutland, VT ,RUT
Farafangana, Madagascar ,RVA
